,sentence_file,sentence,idiomatic_part,ip_start,ip_length,tags
1013,sentence_2647.txt,The doctors had told her to take it easy.,take it easy,28,12,"[0, 0, 0, 0, 0, 0, 1, 1, 1]"
1014,sentence_265.txt,"To pretend as the sister said, that because she and another sister share lesbian sexuality, that that is the only thing, I think is living in a fools paradise.",fools paradise,144,14,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1]"
1015,sentence_2651.txt,"In 1987, when I was chosen to fight my first election at Birmingham's Perry Barr, I was on cloud nine, even though it was a safe Labour seat.",on cloud nine,88,13,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
1016,sentence_2654.txt,"At first, we thought everyone else was booming while we were down in the dumps, but from talking to other businessmen you realise that everyone is suffering the same.",down in the dumps,61,17,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1017,sentence_2655.txt,Pensioner Ivy Groves was down in the mouth yesterday - because Government red tape will leave her without false teeth for weeks.,down in the mouth,25,17,"[0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1018,sentence_2659.txt,Suddenly Lisa was grinning from ear to ear.,grinning from ear to ear,18,24,"[0, 0, 0, 1, 1, 1, 1, 1]"
1019,sentence_2660.txt,"' Smile,' he said, his voice indicating that he was certainly grinning like a Cheshire cat.",grinning like a Cheshire cat,62,28,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1]"
1020,sentence_2665.txt,My heart sinks and culinary amnesia sets in somewhere between the tinned fruit and dried pasta.,My heart sinks,0,14,"[1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1021,sentence_2669.txt,"What she wanted was to slap Nicolo Sabatini's face, to stalk out of the Sala dell'Arte and never look back.",never look back,91,15,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1]"
1022,sentence_267.txt,Mr Crangle was grinning from ear to ear.,grinning from ear to ear,15,24,"[0, 0, 0, 1, 1, 1, 1, 1]"
1023,sentence_2670.txt,"I am not saying we are over the moon, but it is progress.",over the moon,23,13,"[0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0]"
1024,sentence_2672.txt,The sight of a twig she had picked bursting into bud in a vase was enough to send her in raptures.,in raptures,86,11,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1]"
1025,sentence_2674.txt,Birthday boy Fred Proctor was in seventh heaven after notching up yet another election success.,in seventh heaven,30,17,"[0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0]"
1026,sentence_2676.txt,"People have been diagnosed with cancer etcetera, erm, in fact at the convention yesterday, they had some clients on the stage, one lady had been diagnosed with breast cancer, she got a pay-out from living assurance, five years later she's been cleared, and, and she's thrilled to bits about it.",thrilled to bits,268,16,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0]"
1027,sentence_2678.txt,"If you can spend five weeks having the time of your life and get paid at the end of it, why not?",having the time of your life,28,28,"[0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1028,sentence_2679.txt,"I'm not at my best in red, so you could say I was not on top of the world.",on top of the world,54,19,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1]"
1029,sentence_268.txt,"They're going to have to come out of the forests,' he replied, with a grin like a Cheshire cat.",grin like a Cheshire cat,70,24,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1]"
1030,sentence_2680.txt,It was a wonderful feeling as if I was walking on air.,walking on air,39,14,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1]"
1031,sentence_2683.txt,I bet she'd go bananas.,go bananas,12,10,"[0, 0, 0, 1, 1]"
1032,sentence_2684.txt,"Restored in 1960 for the Temora Aero Club she eventually fell into disuse and was sold to Ray Windred of Dungong, New South Wales, as a basket case.",basket case,136,11,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1]"
1033,sentence_2690.txt,"Finite in number, the limited material world they make up is not all there is, for, besides an infinite God, we have immaterial souls.",not all there,61,13,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1034,sentence_2693.txt,We would soon be in input overload and go nuts.,go nuts,39,7,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 1]"
1035,sentence_2696.txt,I'd hesitate to give much weight to her story in the normal run because she does seem to have a screw loose.,screw loose,96,11,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1]"
1036,sentence_2697.txt,"All of this doesn't mean he wasn't stark raving mad, and just putting on.",stark raving mad,35,16,"[0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0]"
1037,sentence_27.txt,"Er we've all got to be friends in this situation, let bygones be bygones.",let bygones be bygones,50,22,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1]"
1038,sentence_2703.txt,"By crossing the Irish line six times at Twickenham, England in one fell swoop exceeded the total number of ties scored last year when winning the Grand Slam and it's time for this columnist to eat humble pie, after criticising England, along with the other Home Unions, for inferior standards of back play to Southern Hemisphere sides.",eat humble pie,193,14,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1039,sentence_2705.txt,Perhaps not letting you know the party was off was a Freudian slip.,Freudian slip,53,13,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1]"
1040,sentence_2709.txt,"In developing an image, you and your workers, professional or voluntary, have to swallow your pride, smile at yourselves and put yourselves in second place to getting the message across.",swallow your pride,81,18,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1041,sentence_271.txt,He seemed as happy as Larry trailing round the greasy dustbins of Bristol till nuclear war broke out or the police nabbed him for pilfering a used Tesco bag.,happy as Larry,13,14,"[0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1042,sentence_2711.txt,Education is very much based on trial and error though schools which specialise in the education of the autistic child have developed common aims.,trial and error,32,15,"[0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1043,sentence_2712.txt,"Of those applicants who were oblivious of Bond, most were, like the geriatric security officers and weedy office workers, sadly wide of the mark.",wide of the mark,128,16,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1]"
1044,sentence_2715.txt,That was the done thing.,the done thing,9,14,"[0, 0, 1, 1, 1]"
1045,sentence_2718.txt,"A lulling orchestral accompaniment, some smokey crooning and an ingratiating melody gatecrash your approval on first hearings and then slowly reveal the tumult of fury that seethes beneath the surface.",gatecrash,84,9,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1046,sentence_272.txt,I wish I could happy go lucky like that.,happy go lucky,15,14,"[0, 0, 0, 0, 1, 1, 1, 0, 0]"
1047,sentence_2721.txt,"If you overstep the mark, you may find yourself involved in a costly legal fight.",overstep the mark,7,17,"[0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1048,sentence_2726.txt,"General de Rivieres, the creator of Verdun fortress had warned that its Achilles Heel lay on the Left Bank.",Achilles Heel,72,13,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0]"
1049,sentence_2727.txt,There were alarm bells ringing in Edward's skull.,alarm bells ringing,11,19,"[0, 0, 1, 1, 1, 0, 0, 0]"
1050,sentence_2728.txt,Asking for trouble to put steps like that where there are old people.,Asking for trouble,0,18,"[1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1051,sentence_2729.txt,He got his back to the wall as they swept over him.,back to the wall,11,16,"[0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0]"
1052,sentence_273.txt,"The voice sings along with the song, then turns into a hum. Your heart sinks. You were hoping he was alone in the house.",Your heart sinks,60,16,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1053,sentence_2733.txt,Every time it goes on the blink I wonder who'll win.,on the blink,19,12,"[0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0]"
1054,sentence_2735.txt,This is a can of worms and really needs to be looked into carefully.,can of worms,10,12,"[0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
1055,sentence_2736.txt,This should be a lesson that drivers who carry burglars will carry the can.,carry the can,61,13,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1]"
1056,sentence_2737.txt,The saga of Rio Tinto and Wheal Concord illustrates the' Catch 22' of Cornish tin mining.,Catch 22,57,8,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0]"
1057,sentence_2738.txt,"Within seconds she was shivering, her lightweight clothing no protection against the bitingly chill wind, her hands and feet quickly becoming numb in the icy cold.",chill wind,94,10,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1058,sentence_2739.txt,Yet there was one cloud on the horizon.,cloud on the horizon,18,20,"[0, 0, 0, 0, 1, 1, 1, 1]"
1059,sentence_274.txt,"Female speaker I jump for joy... but until I hear from the Foreign Office or from Martin, I won't believe it.",jump for joy,17,12,"[0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1060,sentence_2740.txt,Recently matters had come to a head,come to a head,21,14,"[0, 0, 0, 1, 1, 1, 1]"
1061,sentence_2741.txt,"It hardly needs to be said that Tories are capitalists, and therefore to a woman subscribe to the view that the dominance of heterosexuality, notably the White Heterosexual Family, is to be preserved come hell or high water.",come hell or high water,200,23,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1]"
1062,sentence_2743.txt,He says it's a cross to bear.,cross to bear,15,13,"[0, 0, 0, 0, 1, 1, 1]"
1063,sentence_2745.txt,"Here, drought is the crux of the matter and whether it is caused by or causes land degradation.",crux of the matter,21,18,"[0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1064,sentence_2750.txt,Was Adams right in trying to get to the bottom of it?,get to the bottom of,29,20,"[0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0]"
1065,sentence_2754.txt,"When the going gets tough, the tough allegedly go shopping, and into debt.",When the going gets tough,0,25,"[1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
1066,sentence_2757.txt,"We were caught, high and dry.",high and dry,16,12,"[0, 0, 0, 1, 1, 1]"
1067,sentence_2758.txt,"But if members tell us they are in dire straits, without a job, gone bankrupt, and the wife's run off with the milkman, then we will move heaven and earth to help them.",in dire straits,32,15,"[0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1068,sentence_2759.txt,I'm not going to leave you in the lurch,in the lurch,27,12,"[0, 0, 0, 0, 0, 0, 1, 1, 1]"
1069,sentence_276.txt,I suppose that comments like that are music to your ears?,music to your ears,38,18,"[0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1]"
1070,sentence_2762.txt,"As long as euthanasia is very much a last resort when everything has been tried and has failed, I can see no difficulty.",last resort,37,11,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1071,sentence_2765.txt,"I would not, for then I should be hanged, for that would be murder.",be murder,57,9,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1]"
1072,sentence_2766.txt,Those who applaud the Hammer as a necessary evil today will be urging some form of youth internment as a necessary evil tomorrow.,necessary evil,34,14,"[0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1073,sentence_2766.txt,Those who applaud the Hammer as a necessary evil today will be urging some form of youth internment as a necessary evil tomorrow.,necessary evil,105,14,"[0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1074,sentence_2769.txt,Get out of sync as quickly as possible and forget the coins completely.,out of sync,4,11,"[0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1075,sentence_277.txt,"Never look back, Gerry always said.",Never look back,0,15,"[1, 1, 1, 0, 0, 0]"
1076,sentence_2771.txt,David Walsh argues that Ireland can no longer rely on fire and fury to paper over the cracks in a country where there are fifteen gaelic footballers for every rugby player.,paper over the cracks,71,21,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1077,sentence_2772.txt,They can't pass the buck.,pass the buck,11,13,"[0, 0, 1, 1, 1]"
1078,sentence_2774.txt,Radford himself early in March dropped his ideas for a quick fix.,quick fix,55,9,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1]"
1079,sentence_2775.txt,"Susan, a part-time school cook, then had to put on a brave face for a holiday in Spain.",put on a brave face,44,19,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0]"
1080,sentence_2777.txt,"But scratch the surface, and an astonishing mystery is revealed.",scratch the surface,4,19,"[0, 1, 1, 1, 0, 0, 0, 0, 0, 0]"
1081,sentence_278.txt,"It's a little lad and I looked through a window, I could see Judith holding this baby but you had to walk round to get to her and I knew before you'd got there and you were all over the moon about this little baby and everything.",over the moon,177,13,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0]"
1082,sentence_2780.txt,Radio waves spell trouble for industry.,spell trouble,12,13,"[0, 0, 1, 1, 0, 0]"
1083,sentence_2784.txt,Everyone has their own idea on how to stop the rot.,stop the rot,38,12,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1]"
1084,sentence_2785.txt,But he saw Central America as a new stumbling block.,stumbling block,36,15,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 1]"
1085,sentence_2786.txt,"Sarah hesitated, then seemed to decide to take the bull by the horns.",take the bull by the horns,42,26,"[0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1]"
1086,sentence_2787.txt,This practically ruined him but rather than take the easy way out and declare himself bankrupt.,take the easy way out,44,21,"[0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0]"
1087,sentence_2788.txt,I knew Little Black Sambo and Brer Rabbit and the Tar Baby by heart.,Tar Baby,50,8,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0]"
1088,sentence_2789.txt,There is no doubt that there will be teething problems and that some things will be thrown back at the International Board.,teething problems,37,17,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1089,sentence_279.txt,"She was not quite sure what all of them were laughing about but there they were, rolling about with mirth, and Herbert Fraser looking as pleased as Punch.",pleased as Punch,137,16,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1]"
1090,sentence_2790.txt,The other thorny issue to be addressed is that of course funding.,thorny issue,10,12,"[0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
1091,sentence_2794.txt,Let's just say I got in a tight spot.,tight spot,26,10,"[0, 0, 0, 0, 0, 0, 0, 1, 1]"
1092,sentence_2795.txt,This is the tip of the iceberg.,tip of the iceberg,12,18,"[0, 0, 0, 1, 1, 1, 1]"
1093,sentence_2798.txt,Lord Donaldson spoke of the further proposed fragmentation of the profession as' an unmitigated disaster.,unmitigated disaster,84,20,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1]"
1094,sentence_2799.txt,"Apart from certain skilled trades, the attempt to unionize was an uphill battle for most workers until the Great Depression of the 30s.",uphill battle,66,13,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1095,sentence_28.txt,"For Lisa's sake, for Celia's sake, perhaps it would be better to let sleeping dogs lie.",let sleeping dogs lie,65,21,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1]"
1096,sentence_280.txt,"Everybody else was in raptures. And I thought, oh not Norma.",in raptures,19,11,"[0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0]"
1097,sentence_2800.txt,It has thus become a vicious circle of spoken mumbo jumbo.,vicious circle,21,14,"[0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0]"
1098,sentence_2803.txt,I hope all your plans go forward without a hitch.,without a hitch,33,15,"[0, 0, 0, 0, 0, 0, 0, 1, 1, 1]"
1099,sentence_2806.txt,"Al Jourgensen is running around backstage, shouting out such helpful commands through his megaphone as' Batten down the hatches', and' Splice the mainsail'; stopping every minute or two to proudly show off his new tattoo.",Batten down the hatches,104,23,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1100,sentence_2807.txt,It has two interesting components: calculated risk and cunning.,calculated risk,35,15,"[0, 0, 0, 0, 0, 1, 1, 0, 0]"
1101,sentence_2808.txt,You can not be tentative or apprehensive in your movements; you have to throw caution to the wind and' attack' a manoeuvre with the objective clearly in your mind.,throw caution to the wind,72,25,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1102,sentence_2809.txt,I only needed minimum pressure to get a close shave.,close shave,40,11,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 1]"
1103,sentence_281.txt,"So, though there are no stars in your eyes, you consider yourself beyond temptation?'",stars in your eyes,24,18,"[0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0]"
1104,sentence_2812.txt,"You are being seduced by your Ego's love of melodrama and, since it can feel thrilling to dice with death, you might be tempted to walk rather too close to the edge of the cliff.",dice with death,90,15,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1105,sentence_2814.txt,From that day there was no appeal from the consequences of even one false move.,false move,68,10,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1]"
1106,sentence_2815.txt,"But even if they are carried, the second shot becomes fraught with danger.",fraught with danger,54,19,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1]"
1107,sentence_2816.txt,"Muriel, probably because of her years and the fact they were looking for a more mature person, was by a hair 's breadth the front-runner, ahead of two younger girls both with experience of the insurance business.",by a hair 's breadth,99,20,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1108,sentence_2818.txt,In order to survive the jungle and live to tell the tale it is important not only to have good companions.,live to tell the tale,35,21,"[0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1109,sentence_2819.txt,Thus his conduct very well illustrates the maxim look before you leap.,look before you leap,49,20,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1]"
1110,sentence_282.txt,"Constance was in seventh heaven, the dresses, the hats, the model girls, everything appeared perfect to her.",in seventh heaven,14,17,"[0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1111,sentence_2820.txt,"As we said, Northern Ireland is the Labour Party's only no go area anywhere in the world.",no go area,56,10,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0]"
1112,sentence_2821.txt,This is a good means of keeping it out of harm 's way and it could not be better camouflaged.,out of harm 's way,35,18,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0]"
1113,sentence_2822.txt,Those who play with fire will be burnt to ashes.,play with fire,10,14,"[0, 0, 1, 1, 1, 0, 0, 0, 0, 0]"
1114,sentence_2825.txt,"Oh, and maybe just a tiny piece of advice: next time you, quote,' risk life and limb' I suggest you check first that the person does need rescuing.",risk life and limb,66,18,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1115,sentence_2826.txt,I believed he was in safe hands.,in safe hands,18,13,"[0, 0, 0, 0, 1, 1, 1]"
1116,sentence_2827.txt,He cut a lot to be on the safe side.,on the safe side,19,16,"[0, 0, 0, 0, 0, 0, 1, 1, 1, 1]"
1117,sentence_2828.txt,There is safety in numbers but less risk of embarrassment when the numbers are small.,safety in numbers,9,17,"[0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1118,sentence_2831.txt,"But it is important to point out how much is at stake, if Labour has its way.",at stake,45,8,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0]"
1119,sentence_2832.txt,The audience had been told to disperse to their cars to take cover.,take cover,56,10,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1]"
1120,sentence_2834.txt,"Anyway, you'd better watch your step.",watch your step,21,15,"[0, 0, 0, 1, 1, 1]"
1121,sentence_2836.txt,One in seven road accidents is caused by drivers falling asleep at the wheel.,asleep at the wheel,57,19,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1]"
1122,sentence_284.txt,Oh Tilly was thrilled to bits with that little that little plastic thing.,thrilled to bits,13,16,"[0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0]"
1123,sentence_2841.txt,"The roots of modern pharmacology lie in the empirical discoveries of the past century, when medical men found that single therapeutic agents could effect seemingly miraculous cures.",lie in,33,6,"[0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1124,sentence_2842.txt,"She was too tall and untidy, but her quality shone out like a light as she passed into the crowd, and the noise and the tension that are part of even the smallest race meeting.",out like a light,51,16,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1125,sentence_2843.txt,"Though faint with hunger and ready to drop down with fatigue and want of sleep, they seemed to forget their hardships at the approach of the enemy.",ready to drop,29,13,"[0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1126,sentence_2845.txt,"With so much within easy reach, we were clearly spoilt for choice and decided to sleep on it.",sleep on it,81,11,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1]"
1127,sentence_285.txt,"I'm tickled pink. If I wasn't, I wouldn't have kept quiet about you and him, would I?",tickled pink,4,12,"[0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1128,sentence_2853.txt,So I'm back to square one.,back to square one,7,18,"[0, 0, 1, 1, 1, 1]"
1129,sentence_2854.txt,No you've got them in the bag.,in the bag,19,10,"[0, 0, 0, 0, 1, 1, 1]"
1130,sentence_2855.txt,Some investment does not bear fruit.,bear fruit,25,10,"[0, 0, 0, 0, 1, 1]"
1131,sentence_2857.txt,Over eight hundred people turned out in Oxford to see the blockbuster everyone's talking about.,blockbuster,58,11,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
1132,sentence_2860.txt,"If the Tories' supporters in 1970 had liked the sound of anti-union radicalism, a significant number had decided by 1974 that it threatened to bring the house down around their ears.",bring the house down,143,20,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0]"
1133,sentence_2865.txt,But if this were so then most other accounts of authority would come to grief.,come to grief,64,13,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1]"
1134,sentence_287.txt,"Erm since we've got together we, we are on top of the world.",on top of the world,40,19,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1]"
1135,sentence_2870.txt,"Alistar Campbell roared past 500 runs on Saturday and put himself firmly on course for the magical 1,000 mark.",on course for,73,13,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0]"
1136,sentence_2872.txt,Isn't it time to cut your losses and simply sell the company?,cut your losses,17,15,"[0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0]"
1137,sentence_2874.txt,"You had to have a cert, dead cert, iron case before any prosecution case came up.",dead cert,24,9,"[0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
