,candidate,words,tags,tags_fixed
1347,weather [pron] storm,What remains a mystery is how Virgin would have fared had its directors decided to weather the storms in the stock market .,O O O O O O O O O O O O O O O B-IDIOM I-IDIOM I-IDIOM O O O O O,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0]"
1348,wet blanket,Hating to resemble a wet blanket he held his peace .,O O O O B-IDIOM I-IDIOM O O O O O,"[0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0]"
1349,wet blanket,"At this point , the tight little band — loving the cause , loving this country , loving each other , loving every exhausting , exhilarating moment — is in desperate need of a boss with a large wet blanket .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-IDIOM I-IDIOM O,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0]"
1350,wet blanket,"The bullets thumped into the wet blanket in front of me , making it jump like there was a bear inside .",O O O O O B-IDIOM I-IDIOM O O O O O O O O O O O O O O O,"[0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1351,wet blanket,Albert fell prey to his nightly fantasies of living with Bella again and began looking at Jim with rage in his heart toward the wet blanket who was preventing it .,O O O O O O O O O O O O O O O O O O O O O O O O B-IDIOM I-IDIOM O O O O O,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0]"
1352,wet blanket,"Corpus Christi College made the suggestion that he should sleep in Corpus but take his meals in his old college of Magdalene ; a proposal so bizarre that it should be accounted for by a motive , not to have at dinner a famously silent person , imagined as a wet blanket .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-IDIOM I-IDIOM O,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0]"
1353,wet blanket,"Most of all , the Colonel was intrigued that the wet blanket had absorbed the energy of the pistol shots .",O O O O O O O O O O B-IDIOM I-IDIOM O O O O O O O O O,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1354,wet blanket,‘ I never realised what a sour stink wet blankets can make .,O O O O O O O O B-IDIOM I-IDIOM O O O,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0]"
1355,wild-goose chase,"He was aware that they could be setting out on a wild-goose chase , but he had to believe that they were not .",O O O O O O O O O O O B-IDIOM I-IDIOM O O O O O O O O O O O,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1356,wild-goose chase,It could also be a wild-goose chase . ’,O O O O O B-IDIOM I-IDIOM O O,"[0, 0, 0, 0, 0, 1, 1, 0, 0]"
1357,wild-goose chase,I have come on your wild-goose chase and that 's all I can do for you . ’,O O O O O B-IDIOM I-IDIOM O O O O O O O O O O O,"[0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1358,wild-goose chase,‘ And you think this could be a wild-goose chase ? ’,O O O O O O O O B-IDIOM I-IDIOM O O,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0]"
1359,wild-goose chase,‘ It may be a wild-goose chase .,O O O O O B-IDIOM I-IDIOM O,"[0, 0, 0, 0, 0, 1, 1, 0]"
1360,wild-goose chase,"‘ It 's a wild-goose chase but you never know , ’ I said hopefully .",O O O O B-IDIOM I-IDIOM O O O O O O O O O O,"[0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1361,wild-goose chase,‘ So it was a wild-goose chase after all . ’,O O O O O B-IDIOM I-IDIOM O O O O,"[0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0]"
1362,wild-goose chase,‘ I suppose we 're going to the mainland on another wild-goose chase ? ’,O O O O O O O O O O O B-IDIOM I-IDIOM O O,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0]"
1363,wild-goose chase,The whole thing is a wild-goose chase . ’,O O O O O B-IDIOM I-IDIOM O O,"[0, 0, 0, 0, 0, 1, 1, 0, 0]"
1364,work like [pron] charm,The trap worked like a charm .,O O B-IDIOM I-IDIOM I-IDIOM I-IDIOM O,"[0, 0, 1, 1, 1, 1, 0]"
1365,work like [pron] charm,It works like a charm .,O B-IDIOM I-IDIOM I-IDIOM I-IDIOM O,"[0, 1, 1, 1, 1, 0]"
1366,work like [pron] charm,"‘ Worked like a charm , ’ Devlin said .",O B-IDIOM I-IDIOM I-IDIOM I-IDIOM O O O O O,"[0, 1, 1, 1, 1, 0, 0, 0, 0, 0]"
1367,work like [pron] charm,It works like a CHARM !,O B-IDIOM I-IDIOM I-IDIOM I-IDIOM O,"[0, 1, 1, 1, 1, 0]"
1368,work [pron] fingers to [pron] bone,‘ You could say that I had worked my fingers to the bone for you ! ’,O O O O O O O B-IDIOM I-IDIOM I-IDIOM I-IDIOM I-IDIOM I-IDIOM O O O O,"[0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0]"
1369,work [pron] fingers to [pron] bone,"Oh , yes , Taggy told me how you have been working your fingers to the bone . ’",O O O O O O O O O O O B-IDIOM I-IDIOM I-IDIOM I-IDIOM I-IDIOM I-IDIOM O O,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0]"
1370,work [pron] fingers to [pron] bone,"Me and Aunt Emily 's been working our fingers to the bone , waiting for him . ’",O O O O O O B-IDIOM I-IDIOM I-IDIOM I-IDIOM I-IDIOM I-IDIOM O O O O O O,"[0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0]"
1371,work [pron] fingers to [pron] bone,"Lore Selo , working her fingers to the bone as a maid-cum-housekeeper in Finchley , was thrilled to meet a cousin of hers in uniform :",O O O B-IDIOM I-IDIOM I-IDIOM I-IDIOM I-IDIOM I-IDIOM O O O O O O O O O O O O O O O O O,"[0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1372,work [pron] fingers to [pron] bone,"Worse still , he was ungrateful : everyone told him that his mother had had a hard life , that she worked her fingers to the bone , but it meant nothing to him .",O O O O O O O O O O O O O O O O O O O O O B-IDIOM I-IDIOM I-IDIOM I-IDIOM I-IDIOM I-IDIOM O O O O O O O O,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
1373,work [pron] fingers to [pron] bone,"Mrs Thatcher does not care and Katie 's pregnant and alone , ravishing Reagan 's over there and I 'm working my fingers to the bone .",O O O O O O O O O O O O O O O O O O O O B-IDIOM I-IDIOM I-IDIOM I-IDIOM I-IDIOM I-IDIOM O,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0]"
1374,work [pron] fingers to [pron] bone,"When they were swanning around looking pretty , our families were working their fingers to the bone for virtually nothing and now Miss High-and-Mighty thinks we should admire them .",O O O O O O O O O O O B-IDIOM I-IDIOM I-IDIOM I-IDIOM I-IDIOM I-IDIOM O O O O O O O O O O O O O,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1375,work [pron] fingers to [pron] bone,"And no gratitude — your Auntie can slave for you , work her fingers to the bone , but it 's Miss Green gets the thank yous !",O O O O O O O O O O O B-IDIOM I-IDIOM I-IDIOM I-IDIOM I-IDIOM I-IDIOM O O O O O O O O O O O,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1376,worth [pron] weight in gold,"Senior management who truly support the right to continuing education for all learners are worth their weight in gold to lecturers who may be struggling to persuade colleagues , in their own department/school/division or otherwise , that students with special needs are entitled to be included in the further education system .",O O O O O O O O O O O O O O B-IDIOM I-IDIOM I-IDIOM I-IDIOM I-IDIOM O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1377,worth [pron] weight in gold,"It really is sickening to have an aeroplane , which is worth its weight in gold out here , broken through damned bad handling . ’",O O O O O O O O O O O B-IDIOM I-IDIOM I-IDIOM I-IDIOM I-IDIOM O O O O O O O O O O,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1378,worth [pron] weight in gold,"The result of browsing off hedges and other plants , not just grass , goat manure normally has the most balanced NPK content of any , and is worth its weight in gold .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-IDIOM I-IDIOM I-IDIOM I-IDIOM I-IDIOM O,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0]"
1379,worth [pron] weight in gold,The list is endless and I would go as far as to say virtually every ‘ Gold Seal ’ is worth its weight in gold .,O O O O O O O O O O O O O O O O O O O O B-IDIOM I-IDIOM I-IDIOM I-IDIOM I-IDIOM O,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0]"
1380,worth [pron] weight in gold,To the fishkeeper a good retailer is worth his weight in gold .,O O O O O O O B-IDIOM I-IDIOM I-IDIOM I-IDIOM I-IDIOM O,"[0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0]"
1381,worth [pron] weight in gold,"She 's worth her weight in gold , my sister .",O O B-IDIOM I-IDIOM I-IDIOM I-IDIOM I-IDIOM O O O O,"[0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0]"
1382,easy on the ear,"In young Rosemary Joshua ( who so distinguished herself recently in Princess Ida ) this production finds a capital Norina , sprightly , stylish and with an exceptional command of coloratura , dead accurate , expressive and always easy on the ear .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-IDIOM I-IDIOM I-IDIOM I-IDIOM O,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0]"
1383,easy on the ear,"The music of The Wizard of Oz is , of course , more familiar to most people , and it 's performed well here : Gillian Beven 's Dorothy , very much in the Judy Garland mould , is featured in every strong , providing sound foundation for each , and my only real grouch was that the children 's chorus was far less easy on the ear than that used in Oliver .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-IDIOM I-IDIOM I-IDIOM I-IDIOM O O O O O O,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0]"
1384,easy on the ear,"Not the least is his declared wish to advance by consensus , which is certainly easier on the ear than Michael Forsyth 's strident challenges to the world and its big brother .",O O O O O O O O O O O O O O O B-IDIOM I-IDIOM I-IDIOM I-IDIOM O O O O O O O O O O O O O O,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1385,easy on the eye,Garda is a charming old village that is very easy on the eye .,O O O O O O O O O B-IDIOM I-IDIOM I-IDIOM I-IDIOM O,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0]"
1386,easy on the eye,Easy on the eye this room ( right ) was made to relax in .,B-IDIOM I-IDIOM I-IDIOM I-IDIOM O O O O O O O O O O O,"[1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1387,easy on the eye,Admitting that he was easy on the eyes was simple artistic honesty .,O O O O B-IDIOM I-IDIOM I-IDIOM I-IDIOM O O O O O,"[0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0]"
1388,easy on the eye,And you are easier on the eye . ’,O O O B-IDIOM I-IDIOM I-IDIOM I-IDIOM O O,"[0, 0, 0, 1, 1, 1, 1, 0, 0]"
1389,eat humble pie,"A word gets around the famine is over and after the tragic experience of loosing her family , her three men in her life , her husband and her sons , nobody starts to consider the situation again , she 's alone now in a foreign , a strange land , surely the only sensible thing for her to do would be to return to her own people in Bethlehem , they say news comes through that they have been a succession of good harvest , well of course there was going to be good harvest , god had not forsaken his people , although they had sinned , although they had done what was wrong , he had not forsaken them , gods not in the business for forsaken people , he 's long suffering , he is faithful , he keeps his covenant from one generation to another that he had not forgotten the people in Bethlehem and he had sent them through and he had provided good harvests those who had remained in Bethlehem during the famine , they 'd only suffered for a short time , perhaps enough time to bring them to their senses , to bring them back to god , now the suffering was forgotten as they revelled in a plentiful supplying in abundant harvests Naomi on the other hand she knows want now , she 's suffering bereavement , she 's suffering poverty , she 's suffering remorse , there 's nothing for her in Noad , there 's no rest , no joy , no provision , nothing that could meet her needs what a pity she had wasted there those ten wasted those ten years , ten long wasted years in her life now she comes to a decision whatever the cost and there is a cost , she 's going to have to eat humble pie , how are they going to receive her when she goes back but she comes to that decision that no matter what it costs her , she will go back to the place that was chosen for her by god , her inheritance of him It always to our cost when we under value our inheritance , do you remember the story of Jacob and Aesop and how Aesop despised his birth right , the inheritance that was his , and Illuminarc and Naomi had done the same , and you and I can do it so easily , leaving , forgetting , not entering in to the inheritance that is ours in Christ , we do it to our own costs , and so she goes through that I 'm going to go back , I 'm going to take up my inheritance , I 'm going back home .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-IDIOM I-IDIOM I-IDIOM O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1390,eat humble pie,"Moreover , since his political authority was based partly on the myth of his personal infallibility , he could not eat humble pie before the Allies without causing people to question both .",O O O O O O O O O O O O O O O O O O O O B-IDIOM I-IDIOM I-IDIOM O O O O O O O O O O,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1391,eat humble pie,"When the chief minister of Maharashtra became uppity earlier this year , Mr Gandhi arranged for dissidents to mount a campaign to get rid of him , and relented only after the chief minister ate humble pie .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-IDIOM I-IDIOM I-IDIOM O,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0]"
1392,eat humble pie,"The Midlanders have been eating humble pie this season , though they deserve better fare .",O O O O B-IDIOM I-IDIOM I-IDIOM O O O O O O O O O,"[0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1393,eat humble pie,Eat humble pie and get used to it mate .,B-IDIOM I-IDIOM I-IDIOM O O O O O O O,"[1, 1, 1, 0, 0, 0, 0, 0, 0, 0]"
1394,gain ground,"The emigration of Serbs and Montenegrins had not abated , and attempts to encourage returnees were not gaining ground .",O O O O O O O O O O O O O O O O O B-IDIOM I-IDIOM O,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0]"
1395,gain ground,"Contract Hire is rare in aviation circles , but gaining ground rapidly for motor cars .",O O O O O O O O O B-IDIOM I-IDIOM O O O O O,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0]"
1396,gain ground,"The universities there seemed models for British ones , and gradually the feeling gained ground that Germany was the intellectual centre of Europe — in science , in philosophy , in classical studies , in theology and in history Germans were making the running .",O O O O O O O O O O O O O B-IDIOM I-IDIOM O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1397,gain ground,"After reaching a low point , however , the notion of a difference between Ukrainians and Russians began to gain ground .",O O O O O O O O O O O O O O O O O O O B-IDIOM I-IDIOM O,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0]"
1398,gain ground,"The Lugbara assume that elders who abuse their position are witches , so the suspicion that he is a witch is broached and rapidly gains ground amongst the dissidents .",O O O O O O O O O O O O O O O O O O O O O O O O B-IDIOM I-IDIOM O O O O,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0]"
1399,gas up,"Jeez , it looks like all the players and wives nip off down the bank for a quick gas up north .",O O O O O O O O O O O O O O O O O O B-IDIOM I-IDIOM O O,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0]"
1400,gas up,"British Gas up four at two one four point five , British Telecom were down four at two hundred and sixty four , Goodhead Publishing Group unchanged at fifty-eight , Metal Box up one thousand two hundred , Morland Brewers unchanged at two hundred and seventy five and Oxford Instruments er ended the day at two three four , having er not changed their position .",O B-IDIOM I-IDIOM O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,"[0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1401,get in [pron] hair,"Mary screamed when a bat flew close to her , she said bats got in your hair , a bat had got into the hair of some relative of hers and bitten her scalp .",O O O O O O O O O O O O O B-IDIOM I-IDIOM I-IDIOM I-IDIOM O O O O O O O O O O O O O O O O O O,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1402,get in [pron] hair,‘ Do you secretly enjoy getting in my hair ? ’,O O O O O B-IDIOM I-IDIOM I-IDIOM I-IDIOM O O,"[0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0]"
1403,get in [pron] hair,"And it gets in your hair and it gets in your clothes , she must have been listening to the television .",O O B-IDIOM I-IDIOM I-IDIOM I-IDIOM O O O O O O O O O O O O O O O O,"[0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1404,get in [pron] hair,What 's that girl got in her hair look the red hair band round .,O O O O B-IDIOM I-IDIOM I-IDIOM I-IDIOM O O O O O O O,"[0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0]"
1405,get in [pron] hair,The smell gets into your hair .,O O B-IDIOM I-IDIOM I-IDIOM I-IDIOM O,"[0, 0, 1, 1, 1, 1, 0]"
1406,get in [pron] hair,"I tell ya , so I think we got out , we got our hair done and she wanted to go down to the mission so the hairdresser phoned a different taxi , we have this one up here , he took her down from there to the mission , cos he went down the back ways , you know ,",O O O O O O O O O O O O B-IDIOM I-IDIOM I-IDIOM O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1407,get in [pron] hair,He can not get in our hair .,O O O B-IDIOM I-IDIOM I-IDIOM I-IDIOM O,"[0, 0, 0, 1, 1, 1, 1, 0]"
1408,get religion,I wondered at what point he had got religion .,O O O O O O O B-IDIOM I-IDIOM O,"[0, 0, 0, 0, 0, 0, 0, 1, 1, 0]"
1409,get religion,I look forward to watching Rainbow attempt to get religion in hopes of winning fair lady .,O O O O O O O O B-IDIOM I-IDIOM O O O O O O O,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0]"
1410,get [pron] sack,He once annotated a proof : ‘ The man who mixes Fell and Caslon will get the sack . ’,O O O O O O O O O O O O O O O B-IDIOM I-IDIOM I-IDIOM O O,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0]"
1411,get [pron] sack,A CHEEKY vicar got the sack — for demanding a poll tax rebate during council prayers .,O O O B-IDIOM I-IDIOM I-IDIOM O O O O O O O O O O O,"[0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1412,get [pron] sack,"‘ I have never had any intention of resigning , or getting the sack for that matter , even though I 'm bottom of the league and 57-years-old .",O O O O O O O O O O O B-IDIOM I-IDIOM I-IDIOM O O O O O O O O O O O O O O O,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
1413,get [pron] sack,Now tomorrow we have got to get a sack of potatoes .,O O O O O O B-IDIOM I-IDIOM I-IDIOM O O O,"[0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0]"
1414,get [pron] sack,Who inevitably gets the sack ?,O O B-IDIOM I-IDIOM I-IDIOM O,"[0, 0, 1, 1, 1, 0]"
1415,get [pron] sack,He 'd never thought how she got the sacks out of her car .,O O O O O O B-IDIOM I-IDIOM I-IDIOM O O O O O,"[0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0]"
1416,get [pron] sack,‘ Getting the sack did not really affect my confidence .,O B-IDIOM I-IDIOM I-IDIOM O O O O O O O,"[0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0]"
